sensor_name,device_id,longName,description,serialNumber,manufacturer,model,citation,companyName,name
buoy,8816,Southtek Offshore Nomad V2 2022P10048,"Offshore Nomad V2 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. V2 is the older version of V3. This particular model does not have a sea surface temperature sensor. 
",300534060558620,Southtek,Offshore Nomad V2,https://hdl.handle.net/10013/sensor.8f3bd548-84cc-4433-a82d-03f4721468d9,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8819,Southtek Offshore Nomad V2 2022P10051,"Offshore Nomad V2 manufactured by Southtek Sensing Technologies is a simple and affordable GPS drifter designed for open ocean operation under global Iridium bidirectional communication. V2 is the older version of V3. This particular model does not have a sea surface temperature sensor. 
",300534060652200,Southtek,Offshore Nomad V2,https://hdl.handle.net/10013/sensor.77768efb-6c6c-47b3-b0ab-f79b1222d793,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8820,OpenMet Wavebuoy 2022X1,"OpenMetBuoy-v2021: An Easy-to-Build, Affordable, Customizable, Open-Source Instrument for Oceanographic Measurements of Drift and Waves in Sea Ice and the Open Ocean (https://www.mdpi.com/2076-3263/12/3/110)",300434066013390,,OpenMetBuoy-v2021,https://hdl.handle.net/10013/sensor.d2d28163-1780-4944-b08d-f2f2ce0ba3bb,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,8824,OpenMet Wavebuoy 2022X4,"OpenMetBuoy-v2021: An Easy-to-Build, Affordable, Customizable, Open-Source Instrument for Oceanographic Measurements of Drift and Waves in Sea Ice and the Open Ocean (https://www.mdpi.com/2076-3263/12/3/110)",300434066015400,,OpenMetBuoy-v2021,https://hdl.handle.net/10013/sensor.2f4b57a9-3287-4fd2-8634-3bf4c2c9c787,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,9202,Pacific Gyre Universal Tracker 2022P260,GPS Tracker from Pacific Gyre: Universal Tracker or Ice Tracker,300534062899690,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.04c58fa5-4dee-4879-932e-c5e7758f5476,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,9118,MetOcean SVP-I-XDGS-15 P253 ,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300534063038020,MetOcean Data Systems,"Surface Velocity Profiler with 15m drogue (SVP-I-XDGS-15), FID 4032",https://hdl.handle.net/10013/sensor.64c743ac-5b45-48eb-bfe3-351ca9200faf,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,9122,MetOcean SVP-I-XDGS-15 P257,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300534063033010,MetOcean Data Systems,"Surface Velocity Profiler with 15m drogue (SVP-I-XDGS-15), FID 4032",https://hdl.handle.net/10013/sensor.90aff1f2-2175-4225-9fa9-773fc13872e0,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2396,Thermistor Buoy 2012T29,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The 4.8 m long thermistor string features 240 embedded thermistors at a spacing of 2 cm (custom length/spacing also available) and 3m tail to aid deployment.. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via 
Iridium at varying intervals.",300234011550190,SIMBA5m V1,Thermistor Buoy,https://hdl.handle.net/10013/sensor.38a793a6-c5aa-4ec7-bfa3-90cafd427e01,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2313,Thermistor Buoy 2014T12,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The 4.8 m long thermistor string features 240 embedded thermistors at a spacing of 2 cm (custom length/spacing also available) and 3m tail to aid deployment.. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via 
Iridium at varying intervals.",300234061763810,SIMBA5m V1,Thermistor buoy,https://hdl.handle.net/10013/sensor.94e52b73-1939-40fa-b226-2aa0e2a7332d,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2316,Snow Buoy 2014S10,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded. 
",300234060541850,MetOcean ICEB-I-TBAS-SH (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.d825782f-0cb0-4877-9555-8c532fd60e12,, 
buoy,2528,Snow Buoy 2018S75,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded. 
",300234066342820,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.372a881a-912c-4fb8-9cb0-5bdf923d0465,, 
buoy,2473,CALIB 2019C31,"CALIBS (Compact Air-Launched Ice Beacons) are designed to observe sea ice drift through GPS position measurements. Different from SVPs, they may be air-dropped from aircraft. This can be planes or copters.",300234065869130,MetOcean CALIB-I-L (FID4035),Calib,https://hdl.handle.net/10013/sensor.06218b34-ae9b-44ab-bcac-baa905c3910a,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2478,Snow Buoy 2018S66,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded. 
",300234065628980,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.fa0d4ee8-12b1-46e0-8ad0-1881ab0d1d5c,, 
buoy,2569,Ice tracker without Barometric Sensor 2018P52,Pacific Gyre Ice Trackers are floats which are built to survive air deployment and ice conditions. They can be deployed by helicopter up to 150 feet. The data are transmitted via satellite.,300234066304200,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.707f1627-032f-4d27-bb45-e48cc5425472,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2568,Ice tracker without Barometric Sensor 2018P51,Pacific Gyre Ice Trackers are floats which are built to survive air deployment and ice conditions. They can be deployed by helicopter up to 150 feet. The data are transmitted via satellite.,300234066304040,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.1bf14952-ce38-461a-844f-dfa3af9b3356,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2926,SVP-B Pacific Gyre 2019P85,Pacific Gyre SVP-B is a rugged open-ocean GPS drifter with a barometric sensor to track currents at 15 meters depth. ,300234067406770,PacificGyre ITP,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.27268854-f68f-4575-8240-231c1ba355aa,, 
buoy,2929,SVP-B Pacific Gyre 2019P88,Pacific Gyre SVP-B is a rugged open-ocean GPS drifter with a barometric sensor to track currents at 15 meters depth. ,300234067509680,PacificGyre ITP,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.dc29431b-f849-4a6c-b4ee-76c3674b4a54,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Annekathrin Bartsch
buoy,2945,SVP Pacific Gyre 2019P103,Pacific Gyre SVP-B is a rugged open-ocean GPS drifter without a barometric sensor to track currents at 15 meters depth. ,300234067706680,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.2a6676e1-c168-497e-b8c3-369b6214d62e,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Annekathrin Bartsch
buoy,2947,SVP Pacific Gyre P105,Pacific Gyre SVP-B is a rugged open-ocean GPS drifter without a barometric sensor to track currents at 15 meters depth. ,300234067707750,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.e22b3148-115d-4be0-a514-b8aeab883b46,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Annekathrin Bartsch
buoy,2767,Surface Velocity Profiler 2018P59,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300234065741790,MetOcean SVP-I-BDGS (FID4030),Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.1bc99d12-8c35-4fba-95d8-b5af958fcc1a,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2771,Surface Velocity Profiler 2018P63,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300234065746750,MetOcean SVP-I-BXGS-AP (FID4061),Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.b3c21196-fa13-4e7b-8bff-e9e1a6adf8d1,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2774,SVP-B Pacific Gyre 2018P66,Pacific Gyre SVP-B is a rugged open-ocean GPS drifter with a barometric sensor to track currents at 15 meters depth. ,300234065709990,PacificGyre ITP2,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.02e97382-6493-4763-a705-3b9610042768,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Annekathrin Bartsch
buoy,2776,SVP-B Pacific Gyre 2018P68,Pacific Gyre SVP-B is a rugged open-ocean GPS drifter with a barometric sensor to track currents at 15 meters depth. ,300234065800030,PacificGyre ITP2,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.716e74bc-328a-4f4b-9d74-b1f0ff6ba64a,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2782,SVP-B Pacific Gyre 2018P74,Pacific Gyre SVP-B is a rugged open-ocean GPS drifter with a barometric sensor to track currents at 15 meters depth. ,300234061872720,PacificGyre ITP,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.73605366-23bb-4986-a956-88aa69c24e68,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Annekathrin Bartsch
buoy,2786,Microstar Pacific Gyre 2018P77,The Pacific Gyre Microstar was specifically designed to meet the unique challenges of coastal environments as a shallow water small scale current measuring platform. ,300234011882340,PacificGyre IT2,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.e310e35b-5187-4856-b2f8-f8504f18305e,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Annekathrin Bartsch
buoy,2787,Microstar Pacific Gyre P78,The Pacific Gyre Microstar was specifically designed to meet the unique challenges of coastal environments as a shallow water small scale current measuring platform. ,300234011882350,PacificGyre IT2,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.bd59c8d3-b1c8-43ad-b932-e675c6e118ae,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Annekathrin Bartsch
buoy,2793,Microstar Pacific Gyre 2018P65,The Pacific Gyre Microstar was specifically designed to meet the unique challenges of coastal environments as a shallow water small scale current measuring platform. ,300234011889340,PacificGyre IT2,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.84e4ad39-7a0c-4dd2-9b96-b056f442900f,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Annekathrin Bartsch
buoy,2930,SVP-B Pacific Gyre 2019P89,Pacific Gyre SVP-B is a rugged open-ocean GPS drifter with a barometric sensor to track currents at 15 meters depth. ,300234067600950,PacificGyre ITP,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.52ade9d9-812f-4f2e-bb8f-dceaab165db3,, 
buoy,2940,SVP Pacific Gyre 2019P98,Pacific Gyre SVP-B is a rugged open-ocean GPS drifter without a barometric sensor to track currents at 15 meters depth. ,300234067704750,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.06271973-63ce-46ae-9b7f-7922420a123d,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2492,Thermistor Buoy 2018T51,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The 4.8 m long thermistor string features 240 embedded thermistors at a spacing of 2 cm (custom length/spacing also available) and 3m tail to aid deployment.. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via 
Iridium at varying intervals.",300234064816070,SIMBA5m V7,Thermistor buoy,https://hdl.handle.net/10013/sensor.1901fffc-5cbd-448a-95fa-ed41216e7b77,, 
buoy,2507,Snow Buoy 2018S69,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded. 
",300234066340550,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.677801f8-c36a-4fdc-9e01-658daee59d92,, 
buoy,3351,IMBflex M23,"The main component of the modular sea ice buoy is a thermistor string measuring air, snow, ice, and water temperatures. But in addition, it allows a most flexible configuration of additional sensors above, in, and under the ice. The main component is designed to be installed on an ice floe, including batteries and all control electronics. The unit usually has a small photo camera included. An above and under ice mast holds additional sensors. Sensor configurations vary from unit to unit, but all 
platforms report GPS position and atmospheric data via Iridium.",300025060609430,Basic,IMBflex,https://hdl.handle.net/10013/sensor.736a5d1a-7ee2-4780-a223-902d62b16d45,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,3243,Surface Velocity Profiler,Ocean and Ice Drifter/Buoy,PS,,,https://hdl.handle.net/10013/sensor.3bd9c1fb-d4db-494f-acec-ad3bb29624a6,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Antonia Immerz
buoy,3312,CALIB without Barometric Sensor C34,"CALIBS (Compact Air-Launched Ice Beacons) are designed to observe sea ice drift through GPS position measurements. Different from SVPs, they may be air-dropped from aircraft. This can be planes or copters.",300234066890260,MetOcean CALIB-I-L (FID4035),Calib,https://hdl.handle.net/10013/sensor.7913414e-2018-4301-b9ee-be39fd3e7d34,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,1936,Surface Velocity Profiler 2016P28,"Surface Velocity Profilers are designed to observe sea ice drift through GPS position measurements. The term SVP is used in various ways for many similar types of sensors utilized in ocean sciences, including a drogue to make the surface unit drift with the ocean currents and less with the wind. Our main application is to place the SVPs on sea ice to track the movement of a floe, but they may continue drifting in the ocean even after the floe has melted in summer.",300234062787480,MetOcean SVP-I-BXGS (FID4072),Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.00ee062f-2bb0-4284-84f5-d0d79295041c,, 
buoy,1940,Thermistor Buoy 2016T36,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The 4.8 m long thermistor string features 240 embedded thermistors at a spacing of 2 cm (custom length/spacing also available) and 3m tail to aid deployment.. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via 
Iridium at varying intervals.",300234062429070,SIMBA5m V1,Thermistor buoy,https://hdl.handle.net/10013/sensor.581e6ac6-ad04-4cd9-ac31-1883eb77c3b4,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,1949,Thermistor Buoy 2016T40,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The 4.8 m long thermistor string features 240 embedded thermistors at a spacing of 2 cm (custom length/spacing also available) and 3m tail to aid deployment.. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via 
Iridium at varying intervals.",300234062425070,SIMBA5m V1,Thermistor buoy,https://hdl.handle.net/10013/sensor.5729277e-a88d-492f-9372-70f31d1b7351,, 
buoy,2760,Thermistor Buoy 2018T53,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The 4.8 m long thermistor string features 240 embedded thermistors at a spacing of 2 cm (custom length/spacing also available) and 3m tail to aid deployment.. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via 
Iridium at varying intervals.",300234065765720,SIMBA5m V7,Thermistor buoy,https://hdl.handle.net/10013/sensor.65f5d0cc-0856-4639-9dc9-a0657c34ec87,, 
buoy,2743,CALIB 2017C32,"CALIBS (Compact Air-Launched Ice Beacons) are designed to observe sea ice drift through GPS position measurements. Different from SVPs, they may be air-dropped from aircraft. This can be planes or copters.",300234063787410,MetOcean CALIB-I-B (FID4031),Calib,https://hdl.handle.net/10013/sensor.08423b91-f488-4c7a-a62c-a8f6e652f64b,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,2751,Radiation station 2018R4,,300025060010720,BruncinRadiation2018,Radiation Station,https://hdl.handle.net/10013/sensor.f785c8e4-9e36-4633-afb8-7b74ffd1b138,, 
buoy,4149,Nortek Signature 1000 s/n 101048,Nortek SIgnature 1000 ADCP,101048,Nortek,Signature 1000,https://hdl.handle.net/10013/sensor.044dbbea-14be-4bb1-9c56-9e7550947062,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,1975,Thermistor Buoy 2015T20,"Thermistor string buoys (also referred to as ice mass balance buoys, IMBs) measure temperature and thermal conductivity through air, snow, sea ice and seawater. They are also often called SAMS IMBs, referring to the developer (Scottish Association for Marine Science). The 4.8 m long thermistor string features 240 embedded thermistors at a spacing of 2 cm (custom length/spacing also available) and 3m tail to aid deployment.. The temperature measurements and the response to cyclic heating of resistors enable the determination of snow depth and sea-ice thickness. The data are transmitted via 
Iridium at varying intervals.",300234061261790,SIMBA5m V1,Thermistor buoy,https://hdl.handle.net/10013/sensor.efda22ff-d417-4678-ab03-aec011261e44,, 
buoy,2279,Snow Buoy 2015S35,"The Snow Buoy determines the distance between four acoustic sounders, mounted on a frame at a height of 1.5 m, and the underlying surface (usually ice and snow). Conversion of the distance data to actual snow height is achieved by calibration to initial in-situ snow depth measurements below the acoustic sounders during deployment. Hourly measurements result in a time series of snow height evolution at the location of the buoy. Negative values of snow height occur if surface ablation continues into the sea ice. Thus, all snow height measurements describe the surface elevation relative to the original snow-ice interface. Differences between single sensors indicate small-scale variability of the snow pack around the buoy. In addition to snow height, geographic position (GPS), barometric pressure, ait temperature and an internal hull temperature are recorded. 
",300234062785480,MetOcean ICEB-I-TBAS-SH-A (FID4052),Snow Buoy,https://hdl.handle.net/10013/sensor.83b254b6-a80a-4b54-a73e-2b7e8b367c5e,, 
buoy,4337,Radiation station R13,,100000000000020,,Radiation Station,https://hdl.handle.net/10013/sensor.09814e21-0e79-4f71-93c3-ee3cf330bb19,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,4339,Radiation station R15,,100000000000040,,Radiation Station,https://hdl.handle.net/10013/sensor.c7b7173d-9f1a-48ce-b33a-7da99daf3999,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5091,Ice-Tethered Profiler ITP102 2019W3,,300025010247950,Woods Hole Oceanographic Institution,ITP-V,https://hdl.handle.net/10013/sensor.61890a1e-15b5-4bb9-a7b1-bb8cbcd0aea7,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5179,Marlin-Yug IceTC2/30,,,,,https://hdl.handle.net/10013/sensor.5cd00b3e-a333-46c3-91bb-5903ec7dba4b,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,5182,Zenilite Iridium SBD,,,,,https://hdl.handle.net/10013/sensor.e62de770-760b-4611-89d8-48619b913f20,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,5185,Zenilite Iridium SBD,,,,,https://hdl.handle.net/10013/sensor.2b45b165-ee5c-4b64-bb1c-1523e1b2a639,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,5188,Marlin-Yug IceST/30,,,,,https://hdl.handle.net/10013/sensor.6c1fc266-9184-4ea8-8639-f18ca14f5947,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Mario Hoppmann
buoy,5723,Pacific Gyre Ice Tracker 2019P189,GPS Tracker from Pacific Gyre: Universal Tracker or Ice Tracker,300234068221000,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.6316ebc2-130b-4cd8-969c-0c86abd34516,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5724,Pacific Gyre Ice Tracker 2019P191,GPS Tracker from Pacific Gyre: Universal Tracker or Ice Tracker,300234068123990,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.7445d49e-77e2-48a1-9bed-cae8a5b714f2,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5728,Pacific Gyre Ice Tracker 2019P195,GPS Tracker from Pacific Gyre: Universal Tracker or Ice Tracker,300234068225020,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.1f3c31d0-cac2-4245-95ab-e34487e42cf7,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5730,Pacific Gyre Ice Tracker 2019P197,GPS Tracker from Pacific Gyre: Universal Tracker or Ice Tracker,300234068911820,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.97cd5423-24d3-4dad-9462-ab291d355612,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5733,Pacific Gyre Ice Tracker 2019P200,GPS Tracker from Pacific Gyre: Universal Tracker or Ice Tracker,300234068910590,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.b2f7dfb5-2252-4d0e-95a8-9c4da6dc59c2,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5742,Pacific Gyre Ice Tracker 2019P209,GPS Tracker from Pacific Gyre: Universal Tracker or Ice Tracker,300234068919740,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.784fa8d9-24ed-44f7-a345-f040d9af3410,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5717,Pacific Gyre Universal Tracker 2019P183,GPS Tracker from Pacific Gyre: Universal Tracker or Ice Tracker,300234066253880,PacificGyre IT,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.ca7d1d7e-45d3-4e17-8173-81119d8713ae,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,5766,TUT iSVP_PRIC 2019P136,"This is a GPS buoy to measure floe positions, including the sensors of GPS, and Pt resistance thermometer for surface air temperature measurement ",300234065980590,TUT iSVP,Surface Velocity Profiler (iSVP),https://hdl.handle.net/10013/sensor.3fbf3854-6a98-4630-a15b-5aba97c59ca9,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
buoy,6001,SIMB3 2019I2,"SIMB3 is Cryosphere Innovations third generation Seasonal Ice Mass Balance buoy and flagship product. Designed with input from world leading scientists and researchers, SIMB3 was created to be the signature tool for autonomous mass balance monitoring of seasonal sea ice. A floating, spar-type buoy, SIMB3 is capable of mass balance measurement through the melt season and is survivable in open water. Once installed, SIMB3 directly measures ice growth and ablation using a pair of ice-facing acoustic rangefinders. By independently measuring ice surface and bottom position, SIMB3 can distinguish between surface and bottom melting. Because the positions are directly measured, this measurement can continue into the thin, isothermal, regime of the summer months.",300434063384820,CryoInn SIMB3,Seasonal Ice Mass Balance buoy,https://hdl.handle.net/10013/sensor.f1f732c7-7f08-4042-b285-b5740189eaed,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research",Marcel Nicolaus
